relationship_id,entity_id_a,entity_id_b,relationship_type,role_a,role_b
rel-0001446,Q20031441,NK-3H4SATNbUHJBsFEZHjB8eT,Directorship,director,organization
rel-0001447,NK-TrRQqiAMG8AG6XhffirsJB,NK-mz95xMGLsi3EuqgL6pYRfX,Ownership,owner,asset
rel-0001448,Q503147,NK-2LoQyKGruYtomQVSdCNLdL,Ownership,owner,asset
rel-0001449,NK-YrGsGLVNgYdJ8wwnm9B5pz,NK-nHwhySvjRRoFbutzMkFmo3,Directorship,director,organization
rel-0001450,NK-b3fcbf4CHMfChZi52uVcjS,NK-MkVj7XTcdiNHqBaaaHg87G,Ownership,owner,asset
rel-0001451,NK-ZC2Lxs7vBaLHabR7QeTdbr,NK-PFhiMzJBKWuMZ6r7T2mQDF,Ownership,owner,asset
rel-0001452,NK-CeRHDuCoYVTNgSamNHs9Qe,NK-mogNbwN2oTeTXGVV6T4GGH,UnknownLink,subject,object
rel-0001453,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43185,Ownership,owner,asset
rel-0001454,NK-i4yzDEiFoHLKhPoSjPR6Zm,NK-L69R5NLMYB3n9BPri5VY6F,UnknownLink,subject,object
rel-0001455,NK-W8vT4man4bLa4VzEXt4diT,NK-PtVKj3tMAVxxbK6bBJimHj,Directorship,director,organization
rel-0001456,NK-CJJiMcgqReyZknk8iptWfF,NK-DK2ZTY4LcKSxYNwrJkiJLB,UnknownLink,subject,object
rel-0001457,NK-bLcgYH5qhD7Qy2G7mDBBKs,NK-FhbRxgHe8GGoGc3Lj4owXm,Ownership,owner,asset
rel-0001458,NK-jqXHr8jsSFcyJZjkP7Jmvd,NK-ZANBHNfGVfhoZeZHiPTFfH,Ownership,owner,asset
rel-0001459,NK-EVpcwpdTUWQkErcDr3QMAx,NK-dEqWCxXHxuQ4tbWFS9UWLv,UnknownLink,subject,object
rel-0001460,NK-eRaydafM4WCpz6GDtEPCkx,NK-kKyLkSSN9P892FhEZG8iPQ,Ownership,owner,asset
rel-0001461,NK-BFHfkRFY8jSqRWkqKBsZRW,NK-RfRnYHBXr5JqgUqhUuWYbN,Ownership,owner,asset
rel-0001462,NK-KwWZA379qp4b2nvSHEp8i3,NK-UPDoWxJRMXUzuhqJtfdGLx,Ownership,owner,asset
rel-0001463,NK-gdH89iqf4s5KFjj34FU8cN,NK-WNwdXUJSqEh5RuspngQw6Z,Ownership,owner,asset
rel-0001464,NK-Px4iBDwuW8UGDnZkntFicY,NK-XcGSxkQmDm6MdvyPKSdF95,Ownership,owner,asset
rel-0001465,NK-eRmwUfk3rVngHaYVPbUWUW,NK-JPD8LPRYU2JRMQyRCBUr4m,Ownership,owner,asset
rel-0001466,NK-9XRuNvuDf9xBdYeL2yzSb4,NK-oNgyuaxmJNfaNdUCbE7xgQ,Directorship,director,organization
rel-0001467,NK-Cj7kDVHzSJRrSEBDikkBut,NK-KGQpmXA7E4nGdHXmBUnZsE,UnknownLink,subject,object
rel-0001468,NK-hw7JiwhCQSSqA3MWQ4RAXJ,NK-Lq3zuecfZCAFEb5xa6vDvL,UnknownLink,subject,object
rel-0001469,NK-DvvcSbUkiwphS96S9yc44D,NK-8td4LfrbVvJ6E4AvGKUgoE,Ownership,owner,asset
rel-0001470,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-8q7J8uU2XhNmHrZEhNmf9E,Ownership,owner,asset
rel-0001471,NK-E9YtQvvh2sMfwTtdXdENyX,NK-huGxTMZmjBZv3VC4iJNnHb,Ownership,owner,asset
rel-0001472,NK-oEBUcE5q26uYuoosNgFTno,NK-o3s7jCgLWRPg4WSCuteYb3,Ownership,owner,asset
rel-0001473,NK-8bMT7hixpkpiKCpEHUupAp,NK-MEoevkpZucNxxWEZb4Lsxi,Directorship,director,organization
rel-0001474,NK-NoHei9vxaVm2z2U6h2zomx,NK-nFg77q6vHJLmSUp8mm3pPS,UnknownLink,subject,object
rel-0001475,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-nhjXuz9KTAya8Z9VR9rSRq,Ownership,owner,asset
rel-0001476,NK-bCSMfuRWKsGmDw88TbVrxc,NK-BEkewh2rqiEytz6sTWhJay,Family,person,relative
rel-0001477,NK-7K6aFVAVzdkgPcSb3L6mxt,NK-R3djg4HfdLY7ZP4DteGUfC,Ownership,owner,asset
rel-0001478,NK-HS9SGunhNGtjih6zkV5u4E,NK-mZ9yK8ooZgHNHquTCGwucS,Directorship,director,organization
rel-0001479,NK-9Zfctc866cxwfi2KPaetQE,NK-BPZN5fPa5CMYUVXHG7jZiV,UnknownLink,subject,object
rel-0001480,NK-n2Mhm3i5F3yie3x3yESafv,NK-j5KisHLpdVmpYyKdbruBr5,Ownership,owner,asset
rel-0001481,NK-eeV9BbnFCyjZxyEeVPeebX,Q7747,UnknownLink,subject,object
rel-0001482,NK-iEM7dpQ8UdUEGm8VLoyoRH,NK-neZdRCM4Agd9EjZvWy6Yoh,UnknownLink,subject,object
rel-0001483,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-cmGhj3ejK64gatpDQMYrG3,Ownership,owner,asset
rel-0001484,Q96748396,NK-SV95ipkZgCiqjoerehGX8a,UnknownLink,subject,object
rel-0001485,NK-K9B5kDsbnH8z4HTvnEFcfw,trade-csl-51df1c38cd3ad25428a44673cebac6fe161d3de1,UnknownLink,subject,object
rel-0001486,us-cuba-grupo-de-turismo-gaviota,NK-67MwjGKF69t47QqyyLMjX3,Ownership,owner,asset
rel-0001487,NK-LhAg9Hfd4v9dWLS4y69zve,NK-oJXRASZtBqMV3HKqH7uijv,Ownership,owner,asset
rel-0001488,us-cuba-compania-turistica-habaguanex-s-a,NK-BT5DSiUg5LqxAV64nJUtMn,Ownership,owner,asset
rel-0001489,NK-bZB4sfJAGiXURCrXBSdqPc,us-cuba-grafos,Ownership,owner,asset
rel-0001490,NK-kJY4MbQsFGg3UZFtrgeLvj,us-dod-mil-622fe1ba37eee44ad93a96f71fd6eb932def8af3,Ownership,owner,asset
rel-0001491,NK-K7uU8tB3M7PLwHguaPutPt,NK-2xK2GSiiPxWoo3obgW74ce,Ownership,owner,asset
rel-0001492,NK-K7uU8tB3M7PLwHguaPutPt,us-dod-mil-bca8f11302b5f78c343547b38f446764a6f9eee2,Ownership,owner,asset
rel-0001493,NK-QhEXK2aWQKfd9j5rkoPkR2,us-dod-mil-83c1d52c4f45c3d6f04510536861010ed8770063,Ownership,owner,asset
rel-0001494,NK-hxwjNYLUZkRwfW5TBPnCuz,NK-6greSrbmmm5DeUZmdEFSBr,Ownership,owner,asset
rel-0001495,NK-kJY4MbQsFGg3UZFtrgeLvj,us-dod-mil-11d12224314b5ed6105fb7224ecc4ae33ef2fa03,Ownership,owner,asset
rel-0001496,NK-TEuTyLPFktiteQGitboqaE,us-dod-mil-2808ce6f1c7563db052f6601e05ef6cc2381bcba,Ownership,owner,asset
rel-0001497,NK-GQ5KFKLz8UmhExQ6rGE6Gt,us-dod-mil-ee40e04bdc9570537aa72b44346bfd38868febf7,Ownership,owner,asset
rel-0001498,us-dod-mil-3a84384a279f30a483aefd2a1a96dc00ba575eba,NK-fMsipVYAaAsWodjnBrsHb7,Ownership,owner,asset
